,,,,,,,
ALL DIVISIONS ,,,,,,,
Middle School Round 1 Max Score=200,,,Open and All Service Round 1 Max Score = 330,,,,
Middle School Round 2 Max Score = 300,,,Open and Al Service Round 2 Max Score = 330,,,,
Middle School Round 1 and 2 Max Score = 500,,,Open and All Service Round and Round 2  Max Score = 660,,,,
,,,,,,,
Team #,Division / Category,Location,Round 1 Score,Round 2  Network Security (Images),Round 2 Cisco Networking ,Cumulative Score,Tier
12-4612,Open,MN,243.00,191.00,5.00,439.00,Gold
12-2843,Open,MD,234.00,202.00,3.00,439.00,Gold
12-2998,Open,FL,232.00,207.00,0.00,439.00,Gold
12-7168,Open,IL,237.40,189.00,12.40,438.80,Gold
12-2185,Open,VA,231.67,207.00,0.00,438.67,Gold
12-5866,Open,NV,235.60,196.00,7.00,438.60,Gold
12-5263,Open,VA,251.13,171.00,16.40,438.53,Gold
12-6308,Open,TX,249.00,186.00,3.00,438.00,Gold
12-5851,Open,VA,244.00,187.00,7.00,438.00,Gold
12-2422,Open,MO,228.00,207.00,3.00,438.00,Gold
12-4771,Open,CA,256.13,157.00,24.80,437.93,Gold
12-4493,Open,VA,212.13,205.00,20.60,437.73,Gold
12-1926,Open,NJ,189.67,242.00,6.00,437.67,Gold
12-1527,Open,TX,228.67,202.00,7.00,437.67,Gold
12-5768,Open,CAN,229.33,190.00,17.80,437.13,Gold
12-5696,Open,CA,228.47,192.00,16.60,437.07,Gold
12-0575,Open,CA,248.00,184.00,5.00,437.00,Gold
12-3654,Open,TX,239.67,178.00,19.20,436.87,Gold
12-0211,Open,CA,246.40,182.00,8.40,436.80,Gold
12-0906,Open,CA,251.73,182.00,3.00,436.73,Gold
12-6175,Open,FL,234.67,202.00,0.00,436.67,Gold
12-6731,Open,CA,218.33,210.00,8.00,436.33,Gold
12-3517,Open,CT,192.67,223.00,20.40,436.07,Gold
12-6553,Open,FL,220.00,205.00,11.00,436.00,Gold
12-2570,Open,GA,247.87,177.00,10.80,435.67,Gold
12-2225,Open,CAN,248.67,187.00,0.00,435.67,Gold
12-5657,Open,NY,167.33,242.00,26.20,435.53,Gold
12-1004,Open,VA,237.33,192.00,6.00,435.33,Gold
12-1837,Open,KS,247.53,164.00,23.80,435.33,Gold
12-5115,Open,MI,231.67,184.00,19.40,435.07,Gold
12-3982,Open,CA,253.00,182.00,0.00,435.00,Gold
12-4102,Open,HI,243.00,187.00,5.00,435.00,Gold
12-5810,Open,TX,228.00,203.00,4.00,435.00,Gold
12-3882,Open,MO,251.33,164.00,19.40,434.73,Gold
12-2102,Open,TX,248.67,183.00,3.00,434.67,Gold
12-2490,Open,CA,256.67,171.00,6.80,434.47,Gold
12-6300,Open,CA,266.33,162.00,6.00,434.33,Gold
12-2431,Open,AL,244.00,183.00,7.00,434.00,Gold
12-4295,Open,CA,222.00,212.00,0.00,434.00,Gold
12-0560,Open,MO,247.33,177.00,9.00,433.33,Gold
12-0139,Open,IN,240.93,186.00,6.40,433.33,Gold
12-3314,Open,HI,236.67,180.00,16.60,433.27,Gold
12-1487,Open,IN,242.93,187.00,3.00,432.93,Gold
12-0626,Open,AZ,240.00,185.00,7.80,432.80,Gold
12-3458,Open,VA,274.67,153.00,5.00,432.67,Gold
12-1708,Open,MD,201.67,209.00,22.00,432.67,Gold
12-0938,Open,VA,243.33,167.00,22.20,432.53,Gold
12-4567,Open,TX,202.47,209.00,20.60,432.07,Gold
12-6699,Open,MD,254.00,178.00,0.00,432.00,Gold
12-3944,Open,UT,229.93,198.00,4.00,431.93,Gold
12-6535,Open,VA,229.73,192.00,10.20,431.93,Gold
12-2284,Open,TX,201.33,219.00,11.40,431.73,Gold
12-3295,Open,MD,241.67,184.00,6.00,431.67,Gold
12-4568,Open,TX,208.13,205.00,18.40,431.53,Gold
12-6189,Open,MA,214.53,206.00,10.80,431.33,Gold
12-1399,Open,IL,240.87,175.00,15.20,431.07,Gold
12-4686,Open,WA,245.00,178.00,8.00,431.00,Gold
12-6043,Open,CA,227.00,196.00,8.00,431.00,Gold
12-4123,Open,IL,210.00,215.00,6.00,431.00,Gold
12-6289,Open,CAN,230.33,200.00,0.00,430.33,Gold
12-2311,Open,CAN,203.53,212.00,14.80,430.33,Gold
12-6410,Open,CO,212.33,198.00,19.80,430.13,Gold
12-1105,Open,CA,249.67,174.00,6.40,430.07,Gold
12-1747,Open,CAN,230.53,193.00,6.40,429.93,Gold
12-1419,Open,OH,241.67,183.00,5.00,429.67,Gold
12-6638,Open,TX,241.33,188.00,0.00,429.33,Gold
12-3140,Open,GA,237.33,185.00,7.00,429.33,Gold
12-5967,Open,NC,211.67,201.00,16.60,429.27,Gold
12-6585,Open,AZ,257.20,172.00,0.00,429.20,Gold
12-3773,Open,HI,238.00,187.00,4.00,429.00,Gold
12-6575,Open,AZ,186.80,219.00,23.20,429.00,Gold
12-1342,Open,MI,226.93,198.00,4.00,428.93,Gold
12-2357,Open,SC,234.47,179.00,15.40,428.87,Gold
12-0236,Open,OK,191.07,217.00,20.80,428.87,Gold
12-3535,Open,TX,228.33,186.00,14.20,428.53,Gold
12-5280,Open,MO,226.53,195.00,7.00,428.53,Gold
12-0405,Open,NV,236.60,175.00,16.80,428.40,Gold
12-2845,Open,MD,240.33,188.00,0.00,428.33,Gold
12-5285,Open,NJ,236.73,173.00,18.60,428.33,Gold
12-4844,Open,CA,238.00,186.00,4.00,428.00,Gold
12-4495,Open,VA,230.00,174.00,23.80,427.80,Gold
12-6781,Open,OH,233.60,168.00,26.20,427.80,Gold
12-5458,Open,AR,231.27,174.00,22.20,427.47,Gold
12-5924,Open,OH,230.60,177.00,19.60,427.20,Gold
12-3581,Open,GA,231.93,176.00,19.20,427.13,Gold
12-5339,Open,AZ,231.87,182.00,13.20,427.07,Gold
12-4298,Open,TX,230.67,179.00,17.40,427.07,Gold
12-5955,Open,NJ,227.00,186.00,13.80,426.80,Gold
12-5447,Open,KS,219.73,201.00,6.00,426.73,Gold
12-3347,Open,CA,251.07,172.00,3.40,426.47,Gold
12-0134,Open,IN,200.00,221.00,5.40,426.40,Gold
12-4626,Open,IL,228.33,192.00,6.00,426.33,Gold
12-2952,Open,TX,214.33,204.00,8.00,426.33,Gold
12-1734,Open,VA,250.27,171.00,5.00,426.27,Gold
12-5697,Open,IL,264.07,140.00,22.00,426.07,Gold
12-1907,Open,CAN,217.00,209.00,0.00,426.00,Gold
12-7160,Open,TX,174.33,244.00,7.60,425.93,Gold
12-1501,Open,AL,224.33,197.00,4.00,425.33,Gold
12-1288,Open,MI,258.27,163.00,4.00,425.27,Gold
12-6926,Open,TX,253.07,152.00,20.20,425.27,Gold
12-5262,Open,VA,194.00,217.00,14.20,425.20,Gold
12-6278,Open,CAN,250.67,167.00,7.40,425.07,Gold
12-5153,Open,CA,249.67,153.00,22.20,424.87,Gold
12-0825,Open,DE,198.33,204.00,22.40,424.73,Gold
12-4677,Open,KS,223.20,186.00,15.40,424.60,Gold
12-5877,Open,CO,226.13,198.00,0.00,424.13,Gold
12-0712,Open,CA,242.47,170.00,11.60,424.07,Gold
12-6883,Open,PA,216.40,189.00,18.60,424.00,Gold
12-0961,Open,CA,246.20,154.00,23.60,423.80,Gold
12-3407,Open,OH,231.00,177.00,15.80,423.80,Gold
12-3256,Open,FL,229.40,180.00,13.80,423.20,Gold
12-6580,Open,VA,212.00,211.00,0.00,423.00,Gold
12-1465,Open,FL,206.00,217.00,0.00,423.00,Gold
12-1103,Open,CA,229.07,176.00,17.80,422.87,Gold
12-3676,Open,TX,275.67,142.00,5.00,422.67,Gold
12-1885,Open,WA,221.67,193.00,8.00,422.67,Gold
12-6237,Open,MI,213.33,203.00,6.00,422.33,Gold
12-2270,Open,CA,218.53,193.00,10.80,422.33,Gold
12-0544,Open,CA,201.47,200.00,20.80,422.27,Gold
12-5841,Open,OH,222.00,198.00,2.20,422.20,Gold
12-2610,Open,OK,261.00,161.00,0.00,422.00,Gold
12-4504,Open,IL,206.00,212.00,4.00,422.00,Gold
12-2257,Open,CAN,220.80,196.00,5.00,421.80,Gold
12-1966,Open,CA,252.07,164.00,5.00,421.07,Gold
12-1291,Open,OH,229.07,183.00,9.00,421.07,Gold
12-0846,Open,WI,219.00,197.00,5.00,421.00,Gold
12-7239,Open,CA,249.00,172.00,0.00,421.00,Gold
12-4427,Open,OH,279.87,122.00,19.00,420.87,Gold
12-7405,Open,VA,219.33,184.00,17.40,420.73,Gold
12-1101,Open,CA,250.33,165.00,5.00,420.33,Gold
12-1872,Open,CAN,247.60,168.00,4.40,420.00,Gold
12-3299,Open,WV,210.00,204.00,6.00,420.00,Gold
12-0898,Open,FL,218.93,180.00,21.00,419.93,Gold
12-3076,Open,CO,236.93,164.00,18.80,419.73,Gold
12-1243,Open,NV,227.33,186.00,6.40,419.73,Gold
12-1613,Open,CT,182.33,232.00,5.00,419.33,Gold
12-7373,Open,PA,215.93,191.00,12.20,419.13,Gold
12-3403,Open,AL,222.33,191.00,5.40,418.73,Gold
12-0647,Open,OR,207.67,204.00,7.00,418.67,Gold
12-3037,Open,TX,255.40,157.00,6.20,418.60,Gold
12-4390,Open,MT,252.33,166.00,0.00,418.33,Gold
12-5752,Open,IN,222.87,178.00,17.40,418.27,Gold
12-5656,Open,MI,222.33,182.00,13.80,418.13,Gold
12-0601,Open,VA,204.00,200.00,13.60,417.60,Gold
12-4006,Open,CO,227.00,173.00,17.40,417.40,Gold
12-0377,Open,CA,200.07,191.00,26.00,417.07,Gold
12-0844,Open,IN,238.00,179.00,0.00,417.00,Gold
12-6758,Open,CA,257.00,153.00,7.00,417.00,Gold
12-5921,Open,MI,223.00,194.00,0.00,417.00,Gold
12-3287,Open,NV,208.00,205.00,4.00,417.00,Gold
12-1808,Open,TX,213.67,203.00,0.00,416.67,Gold
12-2569,Open,GA,214.67,183.00,19.00,416.67,Gold
12-0005,Open,TX,218.47,177.00,21.00,416.47,Gold
12-0536,Open,MI,202.33,214.00,0.00,416.33,Gold
12-1194,Open,AZ,213.67,182.00,20.40,416.07,Gold
12-6172,Open,CA,194.00,210.00,10.60,414.60,Gold
12-0379,Open,CA,243.00,169.00,2.40,414.40,Gold
12-6080,Open,NJ,235.33,174.00,5.00,414.33,Gold
12-5307,Open,TX,207.13,195.00,12.20,414.33,Gold
12-2972,Open,TX,222.60,188.00,3.40,414.00,Gold
12-4772,Open,CA,231.20,178.00,4.60,413.80,Gold
12-0867,Open,WI,194.40,197.00,22.40,413.80,Gold
12-6893,Open,FL,199.27,193.00,20.80,413.07,Gold
12-5166,Open,MI,218.80,182.00,12.20,413.00,Gold
12-4157,Open,CO,240.00,173.00,0.00,413.00,Gold
12-6914,Open,MI,226.00,181.00,6.00,413.00,Gold
12-2611,Open,GA,226.33,170.00,15.60,411.93,Gold
12-5881,Open,MI,218.87,179.00,13.80,411.67,Gold
12-0258,Open,RI,208.07,197.00,6.40,411.47,Gold
12-4394,Open,TX,204.13,203.00,4.20,411.33,Gold
12-4623,Open,IL,199.00,200.00,12.20,411.20,Gold
12-6526,Open,CA,173.00,218.00,20.20,411.20,Gold
12-4712,Open,GA,254.13,157.00,0.00,411.13,Gold
12-0025,Open,CO,221.00,190.00,0.00,411.00,Gold
12-5774,Open,FL,212.00,198.00,1.00,411.00,Gold
12-7273,Open,NM,220.80,172.00,18.20,411.00,Gold
12-3839,Open,CO,197.00,210.00,4.00,411.00,Gold
12-2353,Open,CA,262.67,148.00,0.00,410.67,Gold
12-6245,Open,VA,213.67,197.00,0.00,410.67,Gold
12-7134,Open,CAN,224.07,176.00,10.40,410.47,Gold
12-4489,Open,SC,171.67,221.00,17.80,410.47,Gold
12-1223,Open,MD,241.33,165.00,4.00,410.33,Gold
12-0933,Open,CA,207.73,190.00,12.60,410.33,Gold
12-3264,Open,CA,228.00,177.00,5.00,410.00,Gold
12-1256,Open,NV,219.80,169.00,21.20,410.00,Gold
12-7403,Open,VA,242.33,157.00,10.60,409.93,Gold
12-1757,Open,CAN,241.33,157.00,11.20,409.53,Gold
12-1467,Open,VT,221.07,181.00,7.40,409.47,Gold
12-5861,Open,WA,248.33,161.00,0.00,409.33,Gold
12-7396,Open,VA,220.67,175.00,13.60,409.27,Gold
12-1003,Open,VA,189.87,209.00,10.40,409.27,Gold
12-2218,Open,CA,207.00,195.00,7.00,409.00,Gold
12-1441,Open,VA,245.67,141.00,22.20,408.87,Gold
12-0646,Open,OR,228.67,180.00,0.00,408.67,Gold
12-3892,Open,ID,204.60,182.00,22.00,408.60,Gold
12-5584,Open,MI,213.33,191.00,4.20,408.53,Gold
12-1147,Open,NJ,212.33,193.00,3.00,408.33,Gold
12-4889,Open,VA,186.33,200.00,22.00,408.33,Gold
12-1970,Open,CA,193.00,210.00,5.20,408.20,Gold
12-6429,Open,CO,184.00,224.00,0.00,408.00,Gold
12-3887,Open,FL,217.00,174.00,16.80,407.80,Gold
12-5890,Open,HI,207.00,180.00,20.80,407.80,Gold
12-4726,Open,MD,239.93,148.00,19.60,407.53,Gold
12-0380,Open,CA,232.33,169.00,6.00,407.33,Gold
12-1127,Open,MI,251.20,156.00,0.00,407.20,Gold
12-3768,Open,MI,225.67,170.00,11.40,407.07,Gold
12-0179,Open,CO,215.67,177.00,14.40,407.07,Gold
12-3888,Open,TX,241.00,160.00,6.00,407.00,Gold
12-5606,Open,MI,199.60,190.00,17.40,407.00,Gold
12-0324,Open,TX,218.60,179.00,9.20,406.80,Gold
12-0254,Open,CO,239.27,157.00,10.20,406.47,Gold
12-2329,Open,MD,206.47,183.00,16.60,406.07,Gold
12-1889,Open,CA,214.00,187.00,5.00,406.00,Gold
12-5840,Open,OH,187.20,205.00,13.80,406.00,Gold
12-5675,Open,CA,214.67,183.00,8.00,405.67,Gold
12-4017,Open,GA,219.80,178.00,7.80,405.60,Gold
12-0665,Open,CA,218.47,168.00,19.00,405.47,Gold
12-0977,Open,MO,229.00,153.00,23.40,405.40,Gold
12-3837,Open,CO,236.07,162.00,7.20,405.27,Gold
12-6095,Open,RI,245.00,160.00,0.00,405.00,Gold
12-2184,Open,VA,205.00,200.00,0.00,405.00,Gold
12-4103,Open,CA,201.00,193.00,10.80,404.80,Gold
12-1712,Open,MI,224.47,161.00,19.20,404.67,Gold
12-5693,Open,CA,215.07,167.00,22.20,404.27,Gold
12-4918,Open,MI,217.93,165.00,21.20,404.13,Gold
12-1717,Open,VA,247.73,151.00,5.40,404.13,Gold
12-3448,Open,TX,215.00,167.00,22.00,404.00,Gold
12-6959,Open,KY,217.13,172.00,14.80,403.93,Gold
12-3580,Open,GA,221.13,168.00,14.80,403.93,Gold
12-5622,Open,MD,224.67,172.00,7.00,403.67,Gold
12-2931,Open,AZ,231.27,170.00,2.00,403.27,Gold
12-3518,Open,NV,209.33,186.00,7.80,403.13,Gold
12-4663,Open,CA,223.93,164.00,15.20,403.13,Gold
12-2572,Open,GA,249.00,154.00,0.00,403.00,Gold
12-6885,Open,PA,212.00,174.00,17.00,403.00,Gold
12-5087,Open,TX,260.33,125.00,17.40,402.73,Gold
12-4942,Open,TX,219.67,179.00,4.00,402.67,Gold
12-0006,Open,TX,226.73,153.00,22.80,402.53,Gold
12-1805,Open,TX,254.60,141.00,6.80,402.40,Gold
12-0642,Open,FL,245.00,153.00,4.00,402.00,Gold
12-6258,Open,MD,201.00,201.00,0.00,402.00,Gold
12-3159,Open,TX,213.33,183.00,5.40,401.73,Gold
12-4204,Open,OK,220.60,174.00,7.00,401.60,Gold
12-4544,Open,TN,202.93,190.00,8.40,401.33,Gold
12-5613,Open,MO,222.87,162.00,16.40,401.27,Gold
12-4711,Open,CT,202.67,187.00,11.40,401.07,Gold
12-3038,Open,TX,259.00,139.00,3.00,401.00,Gold
12-4063,Open,TN,194.60,189.00,17.40,401.00,Gold
12-1869,Open,TX,234.33,161.00,5.00,400.33,Gold
12-7489,Open,VA,195.20,190.00,14.80,400.00,Gold
12-7374,Open,PA,226.87,164.00,8.80,399.67,Gold
12-0945,Open,CA,223.40,173.00,3.00,399.40,Gold
12-5376,Open,VA,248.33,144.00,7.00,399.33,Gold
12-0181,Open,CA,196.33,198.00,5.00,399.33,Gold
12-0261,Open,CO,197.33,188.00,13.80,399.13,Gold
12-4512,Open,RI,243.67,152.00,3.40,399.07,Gold
12-1986,Open,OH,222.00,171.00,6.00,399.00,Gold
12-1537,Open,HI,223.67,175.00,0.00,398.67,Gold
12-4725,Open,MD,226.33,150.00,22.20,398.53,Gold
12-2187,Open,VA,179.33,203.00,15.80,398.13,Gold
12-6033,Open,HI,177.80,203.00,17.20,398.00,Gold
12-0013,Open,MD,242.73,155.00,0.00,397.73,Gold
12-1912,Open,MA,237.67,157.00,2.60,397.27,Gold
12-1192,Open,AZ,210.87,166.00,20.40,397.27,Gold
12-0336,Open,AL,230.07,159.00,7.80,396.87,Gold
12-0757,Open,MS,221.00,170.00,5.40,396.40,Gold
12-2355,Open,CA,223.33,169.00,4.00,396.33,Gold
12-5563,Open,OH,226.00,168.00,2.00,396.00,Gold
12-3790,Open,CO,223.00,172.00,1.00,396.00,Gold
12-1881,Open,VA,172.13,202.00,21.80,395.93,Gold
12-0446,Open,CA,220.53,157.00,18.20,395.73,Gold
12-2432,Open,AL,218.67,174.00,3.00,395.67,Gold
12-2272,Open,CA,201.00,171.00,23.20,395.20,Gold
12-1909,Open,CAN,222.00,173.00,0.00,395.00,Gold
12-2011,Open,CT,216.00,179.00,0.00,395.00,Gold
12-1059,Open,CO,209.00,180.00,6.00,395.00,Gold
12-2069,Open,NJ,193.80,179.00,22.20,395.00,Gold
12-0811,Open,FL,206.67,182.00,6.00,394.67,Gold
12-1892,Open,CA,209.67,179.00,6.00,394.67,Gold
12-0266,Open,VA,186.67,202.00,6.00,394.67,Gold
12-4392,Open,TX,196.93,183.00,14.60,394.53,Gold
12-0863,Open,NV,226.33,161.00,7.00,394.33,Gold
12-6090,Open,MD,224.67,159.00,10.60,394.27,Gold
12-0794,Open,TX,201.13,189.00,4.00,394.13,Gold
12-3799,Open,SC,232.27,144.00,17.80,394.07,Gold
12-2372,Open,MD,220.07,151.00,23.00,394.07,Gold
12-0468,Open,GA,225.27,163.00,5.40,393.67,Gold
12-2354,Open,CA,228.67,156.00,9.00,393.67,Gold
12-0184,Open,OK,178.53,194.00,20.60,393.13,Gold
12-3196,Open,MO,231.07,157.00,4.00,392.07,Gold
12-5701,Open,IL,205.80,173.00,13.20,392.00,Gold
12-2366,Open,VA,215.00,166.00,11.00,392.00,Gold
12-5524,Open,CA,209.00,183.00,0.00,392.00,Gold
12-0708,Open,FL,177.27,196.00,18.60,391.87,Gold
12-4206,Open,TX,217.73,170.00,4.00,391.73,Gold
12-5176,Open,VA,202.67,184.00,5.00,391.67,Gold
12-0366,Open,RI,246.87,131.00,13.60,391.47,Gold
12-0478,Open,MD,237.20,133.00,21.20,391.40,Gold
12-1120,Open,CA,203.07,170.00,17.80,390.87,Gold
12-3387,Open,CA,197.87,188.00,4.40,390.27,Gold
12-2495,Open,CA,242.00,148.00,0.00,390.00,Gold
12-2771,Open,VA,191.67,185.00,13.20,389.87,Gold
12-1732,Open,VA,222.00,145.00,22.80,389.80,Gold
12-4040,Open,IL,218.67,166.00,5.00,389.67,Gold
12-0955,Open,IA,217.07,168.00,4.00,389.07,Gold
12-2364,Open,TX,212.00,171.00,6.00,389.00,Gold
12-1883,Open,VA,209.00,173.00,7.00,389.00,Gold
12-1248,Open,NV,190.00,199.00,0.00,389.00,Gold
12-6755,Open,CA,207.60,176.00,5.00,388.60,Gold
12-1760,Open,WA,201.20,165.00,22.40,388.60,Gold
12-6063,Open,TX,217.40,156.00,15.00,388.40,Gold
12-1113,Open,MT,210.40,168.00,10.00,388.40,Gold
12-6209,Open,VA,216.33,168.00,4.00,388.33,Gold
12-0954,Open,IA,192.27,184.00,12.00,388.27,Gold
12-1993,Open,CA,232.00,153.00,3.00,388.00,Gold
12-3721,Open,VA,197.60,187.00,3.00,387.60,Gold
12-4802,Open,CA,240.33,144.00,3.00,387.33,Gold
12-5828,Open,MD,211.87,153.00,22.20,387.07,Gold
12-1337,Open,MI,196.00,191.00,0.00,387.00,Gold
12-1383,Open,CA,209.80,152.00,25.00,386.80,Gold
12-1005,Open,VA,202.33,168.00,16.40,386.73,Gold
12-2237,Open,CAN,209.67,173.00,4.00,386.67,Gold
12-3801,Open,SC,215.60,151.00,20.00,386.60,Gold
12-2029,Open,CAN,224.33,162.00,0.00,386.33,Gold
12-3071,Open,TX,239.27,124.00,22.80,386.07,Gold
12-4672,Open,NM,187.00,199.00,0.00,386.00,Gold
12-2837,Open,AR,208.07,166.00,11.80,385.87,Gold
12-5260,Open,AR,216.00,154.00,15.80,385.80,Gold
12-5964,Open,AL,184.60,190.00,11.20,385.80,Gold
12-6730,Open,CA,227.00,147.00,11.40,385.40,Gold
12-5282,Open,SC,223.00,162.00,0.00,385.00,Gold
12-1908,Open,CAN,214.00,171.00,0.00,385.00,Gold
12-0193,Open,IL,197.67,178.00,8.80,384.47,Gold
12-4227,Open,NE,213.33,168.00,3.00,384.33,Gold
12-3124,Open,FL,171.27,198.00,14.60,383.87,Gold
12-0864,Open,NV,223.67,156.00,4.00,383.67,Gold
12-3554,Open,OH,248.20,132.00,3.40,383.60,Gold
12-0409,Open,NV,228.00,150.00,5.40,383.40,Gold
12-2177,Open,VA,194.67,176.00,12.60,383.27,Gold
12-4294,Open,CA,199.00,181.00,3.00,383.00,Gold
12-5860,Open,WA,238.00,136.00,8.40,382.40,Gold
12-3895,Open,ID,203.00,173.00,6.40,382.40,Gold
12-0539,Open,MI,182.33,200.00,0.00,382.33,Gold
12-3122,Open,FL,194.33,171.00,17.00,382.33,Gold
12-0067,Open,IN,210.73,167.00,4.40,382.13,Gold
12-4361,Open,NJ,213.27,159.00,9.80,382.07,Gold
12-2571,Open,GA,234.33,135.00,12.60,381.93,Gold
12-5981,Open,VA,207.80,168.00,6.00,381.80,Gold
12-3538,Open,TX,245.67,132.00,4.00,381.67,Gold
12-5040,Open,WA,202.67,171.00,8.00,381.67,Gold
12-1846,Open,CA,204.76,154.00,22.40,381.16,Gold
12-4685,Open,WA,212.00,169.00,0.00,381.00,Gold
12-4085,Open,RI,182.00,187.00,11.80,380.80,Gold
12-7337,Open,WA,205.07,173.00,2.60,380.67,Gold
12-5027,Open,KS,217.93,158.00,4.60,380.53,Gold
12-7288,Open,AL,184.00,181.00,15.40,380.40,Gold
12-6064,Open,TX,216.73,141.00,22.40,380.13,Gold
12-2638,Open,MO,214.00,161.00,5.00,380.00,Gold
12-0682,Open,KY,230.00,144.00,6.00,380.00,Gold
12-5867,Open,NV,205.93,169.00,5.00,379.93,Gold
12-1985,Open,MD,213.00,160.00,6.60,379.60,Gold
12-6821,Open,MI,158.67,205.00,15.80,379.47,Gold
12-3304,Open,NV,190.33,187.00,2.00,379.33,Gold
12-4736,Open,PA,205.33,169.00,5.00,379.33,Gold
12-3493,Open,UT,197.00,174.00,8.20,379.20,Gold
12-0497,Open,FL,216.80,156.00,6.40,379.20,Gold
12-5852,Open,VA,197.73,179.00,2.40,379.13,Gold
12-4409,Open,TX,232.00,147.00,0.00,379.00,Gold
12-6584,Open,VA,222.00,157.00,0.00,379.00,Gold
12-5174,Open,VA,220.00,159.00,0.00,379.00,Gold
12-7518,Open,GA,209.33,169.00,0.00,378.33,Gold
12-3935,Open,FL,208.53,161.00,8.60,378.13,Gold
12-2060,Open,GA,212.00,166.00,0.00,378.00,Gold
12-0918,Open,CA,202.73,159.00,16.20,377.93,Gold
12-5769,Open,RI,204.80,170.00,3.00,377.80,Gold
12-6065,Open,TX,216.73,140.00,21.00,377.73,Gold
12-4048,Open,NY,243.73,112.00,22.00,377.73,Gold
12-0400,Open,HI,221.33,152.00,4.00,377.33,Gold
12-0604,Open,VA,195.27,164.00,18.00,377.27,Gold
12-6927,Open,TX,206.67,153.00,17.60,377.27,Gold
12-6577,Open,AZ,249.07,103.00,24.80,376.87,Gold
12-6817,Open,NH,204.67,157.00,14.80,376.47,Gold
12-3234,Open,AZ,224.20,139.00,13.20,376.40,Gold
12-5082,Open,CA,170.80,187.00,18.20,376.00,Gold
12-1566,Open,TX,192.00,179.00,5.00,376.00,Gold
12-3226,Open,SC,193.00,183.00,0.00,376.00,Gold
12-6369,Open,CA,193.00,173.00,9.80,375.80,Gold
12-4393,Open,TX,153.40,204.00,18.40,375.80,Gold
12-4350,Open,TX,258.53,111.00,6.00,375.53,Gold
12-4734,Open,PA,210.93,163.00,1.40,375.33,Gold
12-5407,Open,CA,233.00,142.00,0.00,375.00,Gold
12-1393,Open,WA,225.00,147.00,3.00,375.00,Gold
12-6596,Open,VT,211.67,158.00,5.00,374.67,Gold
12-5758,Open,CO,202.00,150.00,22.60,374.60,Gold
12-4012,Open,AZ,192.67,166.00,15.80,374.47,Gold
12-2090,Open,CA,168.60,187.00,18.60,374.20,Gold
12-5667,Open,TX,215.20,145.00,14.00,374.20,Gold
12-4613,Open,MI,196.00,155.00,23.20,374.20,Gold
12-1761,Open,WA,222.73,140.00,11.40,374.13,Gold
12-2221,Open,CA,211.00,160.00,3.00,374.00,Gold
12-0124,Open,CA,194.93,161.00,18.00,373.93,Gold
12-3553,Open,OH,218.20,155.00,0.60,373.80,Gold
12-3866,Open,VA,188.47,164.00,20.80,373.27,Gold
12-6185,Open,VA,230.00,143.00,0.00,373.00,Gold
12-2999,Open,FL,228.00,145.00,0.00,373.00,Gold
12-4490,Open,NY,246.93,115.00,11.00,372.93,Gold
12-0220,Open,CA,186.33,182.00,4.00,372.33,Gold
12-4068,Open,FL,210.47,155.00,6.00,371.47,Gold
12-6558,Open,NJ,192.27,160.00,19.20,371.47,Gold
12-0545,Open,CA,221.33,146.00,4.00,371.33,Gold
12-6210,Open,VA,179.00,192.00,0.00,371.00,Gold
12-3305,Open,NV,206.20,143.00,21.60,370.80,Gold
12-1250,Open,MI,220.60,132.00,17.80,370.40,Gold
12-3886,Open,FL,214.33,156.00,0.00,370.33,Gold
12-0522,Open,PA,179.33,175.00,16.00,370.33,Gold
12-6539,Open,VA,224.87,140.00,5.40,370.27,Gold
12-6604,Open,HI,206.00,160.00,4.00,370.00,Gold
12-4222,Open,TX,165.87,180.00,23.20,369.07,Gold
12-0946,Open,CA,208.00,157.00,4.00,369.00,Gold
12-2645,Open,NY,174.00,195.00,0.00,369.00,Gold
12-1652,Open,NJ,162.27,200.00,6.40,368.67,Gold
12-4332,Open,SC,223.67,143.00,2.00,368.67,Gold
12-2565,Open,KY,207.67,161.00,0.00,368.67,Gold
12-2267,Open,NV,197.07,148.00,23.40,368.47,Gold
12-1385,Open,MD,187.33,166.00,15.00,368.33,Gold
12-6892,Open,VI,188.33,173.00,7.00,368.33,Gold
12-4614,Open,GA,265.13,103.00,0.00,368.13,Gold
12-3722,Open,VA,178.73,184.00,5.40,368.13,Gold
12-3782,Open,CA,181.67,166.00,20.40,368.07,Gold
12-6472,Open,CAN,226.00,137.00,5.00,368.00,Gold
12-4065,Open,TN,209.00,155.00,4.00,368.00,Gold
12-3002,Open,FL,239.00,128.00,0.00,367.00,Silver
12-5998,Open,CA,177.00,190.00,0.00,367.00,Silver
12-5609,Open,MI,148.40,200.00,18.60,367.00,Silver
12-1049,Open,CAN,184.20,166.00,16.20,366.40,Silver
12-3445,Open,KS,213.33,153.00,0.00,366.33,Silver
12-2114,Open,CO,220.00,143.00,3.00,366.00,Silver
12-3450,Open,LA,197.00,169.00,0.00,366.00,Silver
12-1516,Open,CA,189.00,175.00,2.00,366.00,Silver
12-2374,Open,MD,204.27,140.00,21.60,365.87,Silver
12-3633,Open,VA,179.00,168.00,18.80,365.80,Silver
12-5494,Open,TN,177.73,183.00,5.00,365.73,Silver
12-5611,Open,MI,202.60,162.00,1.00,365.60,Silver
